페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
4,5575,[일반],아니 출산율 0.5가 말이 되냐고요,ㄹㅇ 무슨 포스트 아포칼립스야?,이재빈 (223.38) 2024.11.27 20:48:29 스크랩 조회 381 추천 0 댓글 2,0,381,2024.11.27 20:48:29,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5575&page=4
4,5574,[일반],이재은 <- 예 원레 욕 많이먹음?,???,이재빈 (59.17) 2024.11.27 13:17:38 스크랩 조회 879 추천 0 댓글 3,0,879,2024.11.27 13:17:38,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5574&page=4
4,5573,[일반],지금 09들이 세일고를 1지망으로 써야 하는 이유,"1. 내신 따기 매우 좋음 2. 면학 분위기가 매우 좋음 3. 쌤들이 공부를 못하거나, 문과반인 학생들도 잘 챙겨줌 4. 세특을 매우 잘 써 줌 5. 선생님들이 매우 친절하고 너그러우심 6. 교장선생님이 학생들과 소통하려 함 7. 학급별 수준 차이가 미미함 8. 학교가 학생들에게 적극적으로 투자함 9. 학교 분위기가 권위주의와는 매우 거리가 멂 10. 학교가 매우 청렴하여 사립학교에서 흔하다는 비리 사건이 일어나지 않음",ㅇㅇ (175.118) 2024.11.27 00:41:40 스크랩 조회 1069 추천 23 댓글 2,23,1069,2024.11.27 00:41:40,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5573&page=4
4,5572,[일반],세일고 좋나요,다음주까지 원서 접수인데 세일고 1지망 써도 될까요,rkarb123 2024.11.26 22:25:44 스크랩 조회 629 추천 4 댓글 4,4,629,2024.11.26 22:25:44,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5572&page=4
4,5551,[일반],형들 부탁해!,형들 의료 윤리에 대한 모둠을 만들어서 발표를 해야하는데 주제 추천 해주면 게추!!!!!!,이재빈 (211.46) 2024.11.26 15:05:46 스크랩 조회 342 추천 1 댓글 0,1,342,2024.11.26 15:05:46,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5551&page=4
4,5503,[일반],세일고 열품타,세일고 열품타에 1학년인데 오후 9시 46분 기준 8시간 공부하는 새낀 뭐하는 새끼냐 학교에서도 켜둠?,이재빈 (115.90) 2024.11.25 21:47:07 스크랩 조회 308 추천 2 댓글 0,2,308,2024.11.25 21:47:07,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5503&page=4
4,5499,[일반],야한거 올려도됨?,ㅇㅇ,이재빈 (211.117) 2024.11.24 13:15:49 스크랩 조회 527 추천 0 댓글 0,0,527,2024.11.24 13:15:49,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5499&page=4
4,5498,[일반],크리스마스 한달전,아무튼 한달전,이재빈 (211.117) 2024.11.24 13:14:56 스크랩 조회 188 추천 0 댓글 0,0,188,2024.11.24 13:14:56,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5498&page=4
4,5468,[일반],나 오늘은 학교 안같어.....,아파서,이재빈 (122.38) 2024.11.20 13:08:36 스크랩 조회 368 추천 0 댓글 2,0,368,2024.11.20 13:08:36,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5468&page=4
4,5467,[일반],앵 세일고 좋은학교 아닌강,씹덕 많고 보추도 있고 유튜버도 있으면 좋은학교아니냐,세일고보추 (122.38) 2024.11.20 13:05:31 스크랩 조회 367 추천 0 댓글 0,0,367,2024.11.20 13:05:31,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5467&page=4
4,5466,[일반],세일고가 안 좋다고 말하는 사람 특,"이런 좋은 학교를 비하하고 자신들만 부귀영화 누리려고 하는 이기적인 사람들이다. 나는 세일고를 와서 너무나도 이득을 많이 보고 있는데, 안 좋다고 하는 사람들 다 거짓말이다. 그러니 안심하고 세일고 1지망으로 써라. 너의 큰 꿈을 펼쳐라.",세일고암흑의은둔고수 2024.11.20 12:28:32 스크랩 조회 611 추천 3 댓글 2,3,611,2024.11.20 12:28:32,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5466&page=4
4,5464,[일반],세일고 지원하려는 중3인데요,글들 읽어보니까 사립고라 선생님들 좋다고 들었는데 아닌 것 같네요 학교도 잘써주고 선생님들도 사립이라 열정적으로 가르친다고 알고 있었는데 다른가봐요 단점밖에 못봤는데 진짜 이 학교 괜찮나요?? 고민되네요,이재빈 (1.227) 2024.11.20 01:26:08 스크랩 조회 578 추천 0 댓글 5,0,578,2024.11.20 01:26:08,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5464&page=4
4,5463,[일반],아오 씨111발 재빈아,좀 닥쳐라 지 혼자 신나가지고 그냥,ㅇㅇ (211.46) 2024.11.19 10:51:25 스크랩 조회 331 추천 1 댓글 0,1,331,2024.11.19 10:51:25,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5463&page=4
4,5462,[일반],보추 the 1학년,1학년에 오토코노코 보추 있다는게 사실임?,이재빈 (223.38) 2024.11.19 07:49:11 스크랩 조회 318 추천 1 댓글 0,1,318,2024.11.19 07:49:11,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5462&page=4
4,5461,[일반],노무현,노무햔,이재빈 (223.38) 2024.11.18 16:53:48 스크랩 조회 201 추천 0 댓글 0,0,201,2024.11.18 16:53:48,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5461&page=4
4,5459,[일반],수능 안 본 새끼들은 뭐 할꺼임?,뭐하고 살꺼임,이재빈 (223.62) 2024.11.17 19:59:31 스크랩 조회 192 추천 1 댓글 0,1,192,2024.11.17 19:59:31,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5459&page=4
4,5455,[일반],보건실 기구들이랑 기구 보관하는 거좀 어떻게 해줘요,녹슬고 난리났던데 좀 그런걸로 치료하다가 뒤질거같은데,이재빈 (180.83) 2024.11.17 12:07:50 스크랩 조회 196 추천 1 댓글 0,1,196,2024.11.17 12:07:50,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5455&page=4
4,5449,[일반],수능,잘본새기있냐 - dc official App,이재빈 (58.238) 2024.11.16 00:15:57 스크랩 조회 175 추천 1 댓글 0,1,175,2024.11.16 00:15:57,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5449&page=4
4,5441,[일반],눈꽃이라고 앎?,저번에 치지직 채팅에서 눈꽃님 저도 세일고 출신이에요 하는놈 있었는데,이재빈 (180.83) 2024.11.14 12:14:47 스크랩 조회 346 추천 0 댓글 0,0,346,2024.11.14 12:14:47,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5441&page=4
4,5440,[일반],뀽뀽,뀽뀽,이재빈 (180.83) 2024.11.14 12:00:17 스크랩 조회 136 추천 0 댓글 0,0,136,2024.11.14 12:00:17,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5440&page=4
4,5439,[일반],시험화이팅,응원합니다~,아케비의세일러복 2024.11.14 07:23:18 스크랩 조회 174 추천 1 댓글 0,1,174,2024.11.14 07:23:18,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5439&page=4
4,5429,[일반],자 지금 2학년인데 내년까지 전학갈수 있나요???,제발 밑에 글도 이상하고 학교도 이상하고,이재빈 (223.38) 2024.11.11 08:19:08 스크랩 조회 389 추천 1 댓글 2,1,389,2024.11.11 08:19:08,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5429&page=4
4,5408,[일반],야짤 함부러 그리지마라,진짜로 ㅈ된다.,이재빈 (220.87) 2024.11.06 19:15:29 스크랩 조회 345 추천 1 댓글 0,1,345,2024.11.06 19:15:29,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5408&page=4
4,5394,[일반],버튜버랑 그새끼 떡밥 이제 그만~,여기가 버튜버 연습생 갤러리 뭐 그런거냐 한달 내내 질리지도 않고 지들얘기만 하네 xx님~ 채널 어디에요?? xx 얘 채널 알아냈다~ㅋㅋ xx야 이글봐라~ 친목질은 니네 단톡에서 해라 좀 버튜버나 그새끼 언급하는글은 더올라오면 짜름 이제 재미없으니까 ㅇㅇ 글쓸라면 학교얘기 하든가 다른 재밌는 떡밥 들고오도록~,아케비의세일러복 2024.11.02 12:01:44 스크랩 조회 514 추천 20 댓글 0,20,514,2024.11.02 12:01:44,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5394&page=4
4,5392,[일반],요즘 세일고 어떰?,졸업한지 10년 좀 넘었는데 무슨 갤러리가 있었넼ㅋㅋㅋ 요즘도 학교 잘 보냄? 라떼는 괜찮게 보냈는데 보닌은 약사임 대선배님 오셨으니 인사들 하도록. 공부 열심히 잘 하고! 교가 뭐더라 계양산 정기뻗은 ~ 뭐 이랬던것같은데,틀딱대선배 (223.39) 2024.11.01 20:22:50 스크랩 조회 577 추천 0 댓글 2,0,577,2024.11.01 20:22:50,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5392&page=4
4,5390,[일반],나도 버튜버,나도 버튜버 해보려는데 도와줄 수 있냐?,으으웅 (106.101) 2024.10.31 15:17:19 스크랩 조회 296 추천 0 댓글 0,0,296,2024.10.31 15:17:19,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5390&page=4
4,5389,[일반],ㅋㅋ,ㅋㅋㅋ 나 여잔데,으으웅 (106.101) 2024.10.31 15:05:34 스크랩 조회 130 추천 0 댓글 0,0,130,2024.10.31 15:05:34,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5389&page=4
4,5388,[일반],지금 계속 올리는 글쓴이,너 위탁 다니지 이놈아 다 알아 난 ㅋㅋ,으으웅 (106.101) 2024.10.31 14:50:05 스크랩 조회 323 추천 1 댓글 6,1,323,2024.10.31 14:50:05,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5388&page=4
4,5384,[정보],눈이 즐거운 과학 체험반,눈이 즐거운 과학 체험반 동아리원 2학년 누구누구 잇노?ㅋㅋ,이재빈 (211.46) 2024.10.31 09:51:33 스크랩 조회 427 추천 1 댓글 2,1,427,2024.10.31 09:51:33,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5384&page=4
4,5378,[일반],세일고버튜버 야짤그린다는 새끼들 존나 유치해죽겠네,아오 그냥 히토미나 켜 병신좆걸래년들아 니네가 야짤그린다고만 안헸어도 순애가 벌써 여기에 채널링크 남겨놨을꺼다.니네들때문에 나까지 못보잖아 딱봐도 재밌어 보이는걸,버스와이파이는5G 2024.10.29 08:27:18 스크랩 조회 279 추천 3 댓글 0,3,279,2024.10.29 08:27:18,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5378&page=4
4,5376,[일반],아니 근데,다른학교들 다 학교 내부에 스카 있는데 우리학교만 왜 스카없음?? 이거 보는 선생님들 스카 만들어주세요,이재빈 (58.238) 2024.10.27 23:14:11 스크랩 조회 313 추천 4 댓글 3,4,313,2024.10.27 23:14:11,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5376&page=4
4,5375,[일반],세일고 1지망 써서 온 애들은 징징대지 좀 마라,"세일고 ㅈ같다고 이미 인천에 소문이 자자한데 그럼에도 이 학교를 왔다는 것은, 너는 호구력으로는 1등급이라는 뜻이다 세일고 선택한 너 를 탓해야지 왜 니가 선택한 세일고 를 탓하고 있노? 그러면서 ㅈ반고 특목고 욕하는 게 이해가 안 되노 꼬우면 너도 갔어야지 ㅉㅉ",ㅇㅇ (175.118) 2024.10.27 22:13:10 스크랩 조회 671 추천 20 댓글 1,20,671,2024.10.27 22:13:10,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5375&page=4
4,5372,[일반],축하드립니다,축하합니다! 당신은 세일고로부터 초대장을 받았습니다. 이 초대장을 타 세일고 신규 입학생 5명에게 보내지 않으면 이재빈의 불시 교복검사에 당첨되게 됩니다.,이재빈 (211.234) 2024.10.27 15:30:06 스크랩 조회 267 추천 1 댓글 1,1,267,2024.10.27 15:30:06,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5372&page=4
4,5369,[일반],작년 졸업했는데,방학 동안 공사 하다가 칠판 뒤에 tv 공간 마련해뒀던 거 이제 씀? - dc official App,세일고의네임드가될테야 2024.10.27 04:04:26 스크랩 조회 359 추천 0 댓글 3,0,359,2024.10.27 04:04:26,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5369&page=4
4,5337,[일반],지금 인천사는 중3 남자들은 반드시 볼지어다,"제발 공부할꺼 아니면 세일고 오지마라 진짜 공부하는애들만 빼면 나머지는 전부 정신병자같은애들,나이값 못하는애들투성이고 앞건물은 쓰지도 않고 방치하는 낚시미끼같은 존재야. 공부 안할꺼면 그냥 특성화고가라",깻잎담배 (210.183) 2024.10.21 19:23:48 스크랩 조회 704 추천 16 댓글 1,16,704,2024.10.21 19:23:48,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5337&page=4
4,5335,[일반],세일고의 유일한 장점,타 학교에 비해 정시하기가 비교적 쉬움 즉 사회부적응자들이 잘 버틸 수 있는 학교임,ㅇㅇ (175.118) 2024.10.19 19:20:47 스크랩 조회 508 추천 2 댓글 0,2,508,2024.10.19 19:20:47,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5335&page=4
5,5330,[일반],09들아,오지 말라고 할때 오지마라. 진심으로 경고하는데 오지마라. 이미 온 사람들은 전학가라.,이재빈 (61.101) 2024.10.19 09:55:37 스크랩 조회 531 추천 6 댓글 2,6,531,2024.10.19 09:55:37,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5330&page=5
5,5329,[일반],갤 왈케 노잼됨,갤 망헸노,이재빈 (61.101) 2024.10.19 08:54:47 스크랩 조회 293 추천 0 댓글 2,0,293,2024.10.19 08:54:47,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5329&page=5
5,5327,[일반],1학년때 전학못간게 개아쉽네,ㄹㅇ 지금 2학년인데,메갈로마니악 2024.10.18 17:28:38 스크랩 조회 298 추천 1 댓글 1,1,298,2024.10.18 17:28:38,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5327&page=5
5,5326,[일반],근데나 궁금한거,왜 데이터는 글 안써져요 점심시간에 몰폰으로 볼때마다 불편한데,데이터왜글안써져요 2024.10.17 20:03:26 스크랩 조회 315 추천 0 댓글 2,0,315,2024.10.17 20:03:26,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5326&page=5
5,5313,[일반],우리 학교 급식,한사람다 투표는 한번만,이재빈 (112.160) 2024.10.15 18:04:31 스크랩 조회 288 추천 1 댓글 0,1,288,2024.10.15 18:04:31,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5313&page=5
5,5312,[일반],순애가 제발 이 글 읽어주길 바란다.,"순애야 아무리 관리가 잘되는 펨코라도 거기는 언제까지나 기분나쁜 아저씨육수들 이 넘처나는건 여기와 다를게 없어 그리고 왼만한 이세돌같은 스트분들은 자신이 집적 운영하는 네이버 팬카페를 운영해서 팬들이랑 소통하는게 네이버가 오히려 더 쉬울껄? 그리고 네이버카페는 스트본인,매니저분들이 집적 관리하는곳이잖아. 왼만한 다른 커뮤보다 더 안전할꺼야. 그리고 네가 버튜버 한다는 플렛폼도 치지직이잖아? 치지직도 네이버 소속이고 그러니깐 결론은 커뮤니티 같은거 얼씬도 하지말고 니 고향인 네이버로 돌아가.",깻잎담배 (210.183) 2024.10.14 18:55:42 스크랩 조회 511 추천 8 댓글 6,8,511,2024.10.14 18:55:42,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5312&page=5
5,5309,[일반],다시 태어난다며,근데 왜 간다는 곳이 펨코 나무위키임? 개명 성형 할 필요 있노,ㅇㅇ (175.118) 2024.10.13 23:19:48 스크랩 조회 593 추천 18 댓글 31,18,593,2024.10.13 23:19:48,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5309&page=5
5,5294,[일반],지금 본인이 수능때문에 죽고싶은 3학년이면 개추,ㅇㄷㄴㅂㅌ,이재빈 (180.83) 2024.10.12 11:40:01 스크랩 조회 290 추천 9 댓글 0,9,290,2024.10.12 11:40:01,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5294&page=5
5,5293,[일반],너 이제 어떻게 사는지 관심도 없어,"우리 수능때문에 죽을거같아 그리고 디시 오기전엔 네이버블로그,카페 유저였으니 네이버로 돌아가",이재빈 (180.83) 2024.10.12 11:39:12 스크랩 조회 207 추천 5 댓글 0,5,207,2024.10.12 11:39:12,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5293&page=5
5,5279,[일반],2학년때,1반 2반 3반 선택과목 조합이 어케됨,이재빈 (115.138) 2024.10.09 14:28:10 스크랩 조회 247 추천 5 댓글 1,5,247,2024.10.09 14:28:10,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5279&page=5
5,5267,[일반],UwU,나는 귀여운 1학년(≧ω≦),왜그래또 2024.10.08 15:05:39 스크랩 조회 308 추천 7 댓글 2,7,308,2024.10.08 15:05:39,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5267&page=5
5,5265,[일반],1학년인데 전학가고싶음,학교 욀케 구려요,왜그래또 2024.10.07 19:24:18 스크랩 조회 485 추천 7 댓글 4,7,485,2024.10.07 19:24:18,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5265&page=5
5,5255,[일반],세일고에 기숙사가 생긴다면?,어떨 거 같음? 물론 석식 인원부터 ㅈ박아서 애들이 기숙사 들어올지는 의문이지만 구 한일초 건물 쪽을 기숙사로 만들어서 인천외고처럼 기숙사 신청하면 쓸 수 있게 하는 거지,ㅇㅇ (175.118) 2024.10.05 20:56:30 스크랩 조회 329 추천 4 댓글 0,4,329,2024.10.05 20:56:30,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5255&page=5
5,5248,[일반],지금일어났다,어짜피학교안감ㅋ,이재빈 (221.141) 2024.10.04 13:21:50 스크랩 조회 178 추천 2 댓글 0,2,178,2024.10.04 13:21:50,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5248&page=5
5,5231,[일반],FACTOS,한 가지 명확한 사실이 뭔지 알려줄까? 그냥 학교가 병신임 아니 정시로 서울대 연세대 고려대 뚫을 애들이면 그새끼들 수시로는 도대체 왜 서울대 연세대 고려대 못 보내냐? 전국 단위에서 경쟁력이 있는 애들이면 지역 단위에서도 당연히 경쟁력 잠재력이 있는 게 정상이고 정시로 갈 대가리인 애들을 가지고 수시로 못 보내는 게 이상한 거 아님? 내신 2 3점대인 애들 붙잡고 고려대 쓰게 시킬 게 아니라 내신 2 3점대인 애들이 SKY 붙을 수 있게 할 학종을 만들어 주면 되는 일 아니냐? 뭐 밑에 있는 자공고 새끼들은 진짜 그러면 자공고라서 80명 정원에 10명씩 보내는 거임? 그게 블라인드 시대에 세특이랑 학종 차이 말고 더 설명할 방법이 있음? 걔네가 세특이랑 학종이 뛰어나니까 잘 가는거지 입학처 측에서 학교 이름 알아서 잘 가는 거임? 내신 4점대 애가 정시 박고 서울대 가고 내신 3점대 애가 정시 박고 성균관대 가고 내신 2점대 애가 정시 박고 고려대 가고 그러면 그 새끼들 대체 왜 수시로는 못 보내냐고요 그 똑똑한 새끼들을,이재빈 (49.142) 2024.10.01 23:26:05 스크랩 조회 353 추천 15 댓글 0,15,353,2024.10.01 23:26:05,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5231&page=5
5,5227,[일반],내쫗아야 하는 사람,굳이 잘하는것도 없이 머릿수만 채울려고 있는 사람 갈등의 원인이고 사람들 사이의 관계를 찢어놓는 사람 있어봤자 어색하기만 한 사람 그런 사 람들은 그냥 밖으로 내쫗아야 한다,카멜롯 2024.09.30 14:11:07 스크랩 조회 494 추천 4 댓글 1,4,494,2024.09.30 14:11:07,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5227&page=5
5,5226,[일반],희봉이 아직 있음?,졸업생임 - dc official App,이재빈 (211.36) 2024.09.30 01:30:16 스크랩 조회 261 추천 0 댓글 0,0,261,2024.09.30 01:30:16,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5226&page=5
5,5221,[일반],아,전현무현전 현무암무현,이재빈 (1.211) 2024.09.28 17:32:06 스크랩 조회 221 추천 1 댓글 0,1,221,2024.09.28 17:32:06,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5221&page=5
5,5220,[일반],지금 탈세일 하고 싶으면 개추,세붕이들 개추 박아야지,이재빈 (1.211) 2024.09.28 17:28:31 스크랩 조회 564 추천 33 댓글 0,33,564,2024.09.28 17:28:31,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5220&page=5
5,5211,[일반],졸업식 안가고 졸업장 집에 태갭로 보낼수있음?,???,이재빈 (122.38) 2024.09.27 09:13:29 스크랩 조회 326 추천 0 댓글 1,0,326,2024.09.27 09:13:29,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5211&page=5
5,5206,[일반],도와줘,요새 꼬추가 안서,세일고발기부전환자 2024.09.25 17:27:44 스크랩 조회 292 추천 0 댓글 0,0,292,2024.09.25 17:27:44,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5206&page=5
5,5189,[일반],전담,여기는 쉬는시간 점심시간에 전담 안 피냐 산 보면서 전담피면 개 야무지게 빨릴꺼 같은데,00 (220.87) 2024.09.20 01:19:55 스크랩 조회 362 추천 2 댓글 1,2,362,2024.09.20 01:19:55,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5189&page=5
5,5177,[일반],그래 개명과 성형수술은 정말좋은  갱생 방법이지,3학년중 한명이 실행에 옮기려한다.,이재빈 (122.38) 2024.09.19 10:30:38 스크랩 조회 392 추천 10 댓글 1,10,392,2024.09.19 10:30:38,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5177&page=5
5,5176,[일반],본인 우등생인데,졸업하면 정치과가서 담배값 존나 올리겠음ㅇㅇㅇ,이재빈 (122.38) 2024.09.19 09:26:17 스크랩 조회 290 추천 2 댓글 0,2,290,2024.09.19 09:26:17,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5176&page=5
5,5165,[일반],북한이 또 오물풍선날리네,이첨에 전쟁으로 이어졌으면 좋겠음 ㄹㅇ,이재빈 (175.237) 2024.09.18 19:59:17 스크랩 조회 245 추천 17 댓글 0,17,245,2024.09.18 19:59:17,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5165&page=5
5,5164,[일반],내일 학교감?,ㅇㅇ,이재빈 (124.56) 2024.09.18 16:07:53 스크랩 조회 362 추천 0 댓글 3,0,362,2024.09.18 16:07:53,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5164&page=5
5,5162,[일반],나 위탁간놈인데,나는 호텔요리 배우는거함 탈세일 못한 2학년 애들아 제발 마지막 기회다. 돼지사료같은 밥 주는 북한같은 세일고에서 인생 낭비하지 말고 이탈리아같은 명품 음식 만드는 위탁교육으로 와라,릴사 (61.101) 2024.09.18 03:14:46 스크랩 조회 442 추천 6 댓글 1,6,442,2024.09.18 03:14:46,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5162&page=5
5,5156,[일반],세일고 제일고,"저 09년생이어서 좀 있으면 원서 써야하는데 저희때는 교육과정 바뀌어서 수시 정시 둘다 챙겨야 할것같네요 저는 세일/제일 을 1,2지망으로 쓰려고 하는데 어딜 1지망으로 쓸까요? (빡센 중학교는 아니지만 닥 전교권입니다) 글들 보니 학교생활이 많이.. 안좋은것같긴한데 제가 맘만 단단하게 먹으면 공부하기는 좋을까요?",이재빈 (116.45) 2024.09.16 20:29:10 스크랩 조회 564 추천 0 댓글 3,0,564,2024.09.16 20:29:10,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5156&page=5
5,5155,[일반],계속 분탕치는 것 같아서 쓴다,"계속 세일고 안 좋다, 안 좋다들 하는데, 세일고 만큼 좋은 학교가 인천중에 또 있다고 생각하는거냐? 다들 지들만 꿀 빨려고 악을쓰며 오지 말라는 이런 비인륜적 태도를 우리 후배가 보면 무얼 배운다고 그러는 것이느냐? 내 파딱의 자리로서 말 하건데, 세일고 좋다. 최고의 학교로 손색없다. 그러니 당장, 1지망에 세일고를 자랑스리 적어서 내거라.",세일고암흑의은둔고수 2024.09.16 19:56:04 스크랩 조회 351 추천 4 댓글 1,4,351,2024.09.16 19:56:04,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5155&page=5
5,5154,[일반],3년전 내가 1지망 학교에 갔으면 내 인생이 달라졌을까?,뭐 3지망이나 4지망도 아니고 10지망 아래로 떨어진건 그땐 좀 충격이였음,이재빈 (211.36) 2024.09.16 16:37:56 스크랩 조회 387 추천 3 댓글 2,3,387,2024.09.16 16:37:56,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5154&page=5
5,5153,[일반],예들아,나도 지금부터 돈모으고 있고 너희들도 졸업하면 개명+성형수술 꼭해라 그리고 세일고 출신인거 티내지마라 안그럼 무시받는다 씨발,냥털이 (58.228) 2024.09.16 15:31:28 스크랩 조회 242 추천 2 댓글 2,2,242,2024.09.16 15:31:28,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5153&page=5
5,5149,[일반],세일고에 복수하는방법,그냥 구글리뷰에 별 한개만 남기면 됩니다. 고소 먹을수도 있으니깐 글은 아무글도 쓰지말고 간단하게 뱔 한개만 남겨주시요,릴파사랑 (61.101) 2024.09.15 23:18:12 스크랩 조회 295 추천 5 댓글 0,5,295,2024.09.15 23:18:12,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5149&page=5
5,5148,[일반],상남자 특,귀여운거좋아함,릴파사랑 (61.101) 2024.09.15 22:29:42 스크랩 조회 255 추천 3 댓글 0,3,255,2024.09.15 22:29:42,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5148&page=5
5,5145,[일반],단순하게 이름만 바꾸는줄 알면 큰 오산이다.,"나는 세일고의 한 학생이였고 과거를 완전히 지워버리기 위해 다른사람으로 탈바꿈하겠다. 단순히 이름만 바꾸는 것이 아니라 얼굴도, 성격도 , 머리색도 , 목소리도 , 얼굴톤도 , 안경도 , 기타등등 다 바꾸겠다. 즉 완전히 다른사람으로 바뀔것",DELETE 2024.09.15 01:21:19 스크랩 조회 304 추천 4 댓글 2,4,304,2024.09.15 01:21:19,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5145&page=5
5,5143,[일반],나도 이런,https://www.youtube.com/watch?v=8a_CBIt3juA https://www.youtube.com/watch?v=8a_CBIt3juA 귀여워서 미안해(可愛くてごめん) 한국어 남자커버 / 검정나비 cover #버튜버 #honeyworks #귀여워서미안해 노래 : 검정나비개사 : 검정나비Mix : 김준태썸네일 : 아트머그 neil 작가님원곡 : https://www.youtube.com/watch?v=K4xLi8IF1FM&t=0s가사나자신이 나자신을 사랑한다는게뭐가 나쁜 걸까? 질투 하... www.youtube.com 귀여워서 미안해(可愛くてごめん) 한국어 남자커버 / 검정나비 cover #버튜버 #honeyworks #귀여워서미안해 노래 : 검정나비개사 : 검정나비Mix : 김준태썸네일 : 아트머그 neil 작가님원곡 : https://www.youtube.com/watch?v=K4xLi8IF1FM&t=0s가사나자신이 나자신을 사랑한다는게뭐가 나쁜 걸까? 질투 하... www.youtube.com 귀여운 목소리갖고싶다,릴파님사랑해요2 (61.101) 2024.09.14 20:07:56 스크랩 조회 348 추천 1 댓글 0,1,348,2024.09.14 20:07:56,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5143&page=5
5,5142,[일반],세일고 1지망 쓰는 애들 너무 없잖아,그럼 역설적으로 뺑뺑이 돌리게 되니 타 학교들이랑 애들 수준 별 차이 없어지는 거 아님? 이로써 일반고끼리는 진정한 고교평준화가 이루어지는 거지 블라인드 처리 돼서 학교 유형밖에 모를 테니 굳이 특목자사고 대신 갓반고를 올 필요가 전혀 없어짐 학교 대입 실적만 봐도 대부분 정시 ㅋ,ㅇㅇ (121.65) 2024.09.14 13:48:16 스크랩 조회 423 추천 3 댓글 1,3,423,2024.09.14 13:48:16,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=5142&page=5
