페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
6,6347,[일반],1점대 받기 얼마나 힘드냐?,ㅈㄱㄴ,평붕이 (39.7) 2024.02.18 12:17:57 스크랩 조회 405 추천 0 댓글 2,0,405,2024.02.18 12:17:57,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6347&page=6
6,6346,[일반],야자때 폰 내나요?,입학식때부터 폰 내나요? 아님 자율인가요,JAP 2024.02.14 23:18:38 스크랩 조회 397 추천 0 댓글 5,0,397,2024.02.14 23:18:38,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6346&page=6
6,6345,[일반],입학생인데 내신 많이 어려움뇨?,어렵다고 듣긴 했는데 어느정도임?,평붕이 (220.94) 2024.02.13 19:55:39 스크랩 조회 355 추천 0 댓글 1,0,355,2024.02.13 19:55:39,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6345&page=6
6,6344,[일반],입학생인데 평고 장단점좀 알려주십쇼,남중 남고 좆같네 - dc official App,ㅇㅇ (124.50) 2024.02.13 16:01:33 스크랩 조회 465 추천 0 댓글 8,0,465,2024.02.13 16:01:33,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6344&page=6
6,6343,[질문],가방,캐리어처럼 끌고다니는 가방 들고다녀도 괜찮나요?,JAP 2024.02.12 15:50:15 스크랩 조회 180 추천 0 댓글 3,0,180,2024.02.12 15:50:15,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6343&page=6
6,6342,[일반],여긴 생결없노?,대답해 게이들아,평붕이 (219.254) 2024.02.10 08:49:27 스크랩 조회 241 추천 0 댓글 1,0,241,2024.02.10 08:49:27,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6342&page=6
6,6340,[질문],08 교복질문,막 셔츠에다 조끼까지 다 안껴입으면 찍히거나 별점이나 그런거 있나요? 조끼는 좀 불편해서 안입으려고 햤는데 그럼 ㅈ되나요?,JAP 2024.02.04 13:04:29 스크랩 조회 348 추천 0 댓글 3,0,348,2024.02.04 13:04:29,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6340&page=6
6,6339,[일반],이젠 이 풍경도 못 보겠네,"ㅎㅇ 틀딱 졸업생임 평고 옮긴다길래 이제 못 볼 풍경들 사진 좀 올림 대충 2004 ~ 2005년 사진임 혹시 모르지 나중에 동문회에서 사진 필요하다고 할지도 아카이브처럼 올려봄 모두가 잘 아는 학교 진입로 나 학교 다닐 때는 저 낙엽 청소시키고 봉사시간 줬었는데 낙엽 청소 = 비 와서 다 떨어진 뒤에 하다보니까 겁나 무겁고 힘들고.. 그랬던 기억이 있음 당시 교실 0교시(07:30 ~ 08:20)가 끝난 뒤의 모습이다. 당시에는 0교시가 있어서, 그 때 EBS를 틀어줬음. 방송부에서 찐빠내가지고 EBS 안 나오면 개좋아했었음. 저 때도 학년부 선생님들이 돌아다니면서 감독했었음. 당연히 졸고 있으면 엉덩이 맞고 돌아왔었지 당시 학교 컴퓨터실 기술가정 선생님이 여기 교무실 쓰셨었고, 당시에 곽##선생님(국어)도 이 교무실 쓰셨던것 같은데.. 지금도 평택고에 계실라나 모르겠네 수시 시즌에 여기서 원서 쓰고 했던게 기억남 물론 나는 내신 박아가지고 광탈했음 당시 복도 지금이랑 크게 다르지 않을듯 학교 외부 지금이 좀 더 깔끔함 저 멀리 청운관 보이네 당시에는 도서관이 청운관에 없었고, 급식실 위층에 있었음 2층: 급식실 / 3층: 도서관 / 4층: 시청각실 이랬었지 시청각실에서 저녁 먹기 전에 GIED 예배도 하고 했었는데 홍##선생님(과학)은 거기 열심히 참여하셨던 거로 기억함 그리고 청운관 1층에서는 희망자들 대상으로 22시 이후 02시까지 자습도 시켜줬음 당시 최신식 기숙사였던 붕정관 물론 나는 성적이 겁나 낮았기 때문에 쳐다보기만 했었음 겨울의 진입로 딱히 뭐 없네 지금도 하는지 모르겠는데, 교탁에서 테니스공 + 정석 가지고 정탁 했던 사진 그 때는 왜케 재미있었는지 모름 나는 찐따라서 별로 못 해봄.. 이건 체육대회때 콜라 빨리 마시기 부스 사진 별별 부스들 엄청 많았었음 위닝일레븐 부스, 철권 부스도 있었고 저녁에는 옆에 공설운동장 빌려서 스타 2:2 대회도 하고 했었지 지금은 어떨라나 모르겠네 일단 내가 갖고 있는 사진은 이 정도.. 나머지는 내 신상 밝혀질까봐 못 올리겠네 참고로 이거 찍은 사람은 내가 아님 이거 찍은 애는 지금 초등학교 선생임 문제시 삭제함",평붕이 (112.72) 2024.01.29 02:14:21 스크랩 조회 1309 추천 17 댓글 8,17,1309,2024.01.29 02:14:21,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6339&page=6
6,6338,[일반],평택고 근황,ㄹㅇ 근황..,평붕이 (112.72) 2024.01.28 23:02:23 스크랩 조회 703 추천 0 댓글 0,0,703,2024.01.28 23:02:23,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6338&page=6
6,6337,[일반],집 가고 싶다,근데 보닌은 평고 기숙사 들어갔을 적보다 집 더 자주 가는 듯 ㅇ 붕좆관 << 어케 버텼노 시발련ㄴ아,천원주면키스해주는놈 2024.01.26 00:02:13 스크랩 조회 319 추천 3 댓글 5,3,319,2024.01.26 00:02:13,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6337&page=6
6,6336,[일반],평고 올해도 미달날것같아요,이사이슈때문에,ㅇㅇ 2024.01.24 00:53:21 스크랩 조회 632 추천 0 댓글 2,0,632,2024.01.24 00:53:21,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6336&page=6
6,6335,[일반],평택고등학교가 올해부로 이사를 가게되었습니다,06 07 08님들 수고하세욘 ㅋ,ㅇㅇ 2024.01.24 00:50:23 스크랩 조회 1102 추천 0 댓글 4,0,1102,2024.01.24 00:50:23,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6335&page=6
6,6334,[일반],갤 좀 살려줘,살려조,올매 2024.01.23 22:49:40 스크랩 조회 194 추천 0 댓글 2,0,194,2024.01.23 22:49:40,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6334&page=6
6,6333,[일반],주딱 확 먹어버려?,아오 확 그냥 ... - dc official App,dasiima 2024.01.23 18:59:18 스크랩 조회 193 추천 0 댓글 1,0,193,2024.01.23 18:59:18,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6333&page=6
6,6332,[일반],평붕이 오늘도 착한일 했다 ㅋㅋ,화장실에서 똥싸고 변기막아서 청소아주머니 일하시는데 심심하지 않게 해드림 ㅎㅎ ㅁㅌㅊ? - dc official App,키사리메 2024.01.23 01:57:39 스크랩 조회 775 추천 9 댓글 3,9,775,2024.01.23 01:57:39,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6332&page=6
6,6331,[일반],곰탱이같은 애들 존나 꼴림,냄새나는 파오후새끼들 말고 인싸들중에 포동하고 볼 빵빵한 햄스터같은 친구들 가끔있는데 젖꼭지 만지면서 소추 부딪히고싶다 책상에 엎드려 잘때 ㄹㅇ 못참겠음 바로 가슴 만지고싶더라,평붕이 (106.101) 2024.01.21 10:23:24 스크랩 조회 522 추천 2 댓글 5,2,522,2024.01.21 10:23:24,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6331&page=6
6,6330,[일반],주딱 뭐하냐,씨발 - dc official App,평붕이 (126.194) 2024.01.20 11:30:15 스크랩 조회 149 추천 0 댓글 4,0,149,2024.01.20 11:30:15,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6330&page=6
6,6327,[일반],평택고 북일고,평택고 >>>>>>>>천안북일고,평붕이 (1.209) 2024.01.17 21:02:33 스크랩 조회 401 추천 1 댓글 2,1,401,2024.01.17 21:02:33,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6327&page=6
6,6323,[질문],"2023한기대취업률80%(대겹22%,공겹15%,중견이상61%)전국최고","https://www.joongang.co.kr/article/25218566#home 한국기술교육대 취업률 80.3% 전국 최상위권 | 중앙일보 교육부 ‘고등교육기관 취업조사’.졸업생 500명 이상 4년제 대학 중 2위    충남 천안의 한국기술교육대학교(총장 유길상)가 12월 28일(목) 교육부와 한국교육개발원의 ‘2022년 고등교육기관 졸업자 취업통계조사’ 결과 취업률 80.3%로 최상위권 성적의 기염을 토해냈다. 한국기술교육대의 이번 취업률은 졸업생 500명 이상 4년제 대학 기준, 지난해 5위에서 2위로 등극한 성과이며, ‘전국 취업률 1위 대학’ 명성에 다시 한발짝 다가섰다. 한국기술교육대는 교육부의 취업률 공시 이후 매년 80% 안팎의 취업률로 전국 최상위권의 취업률을 나타내고 있으며, 이번에 발표된 취업률은 4년제 대학 평균 취업률 66.3%보다 무려 14% 높은 수치다. www.joongang.co.kr /data/user/0/com.samsung.android.app.notes/files/clipdata/clipdata_bodytext_231231_211805_598.sdocx",평붕이 (114.207) 2023.12.31 21:18:12 스크랩 조회 286 추천 4 댓글 1,4,286,2023.12.31 21:18:12,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6323&page=6
6,6321,[일반],나롤좀치냐,다이아2임,ㅇㅇ (124.199) 2023.12.25 21:38:23 스크랩 조회 260 추천 0 댓글 2,0,260,2023.12.25 21:38:23,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6321&page=6
6,6319,[일반],갤진짜망했냐?,지금인가 - dc official App,개추미애 2023.12.19 01:10:59 스크랩 조회 607 추천 7 댓글 1,7,607,2023.12.19 01:10:59,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6319&page=6
6,6318,[일반],대 상 혁,,평붕이 (182.222) 2023.11.19 17:46:19 스크랩 조회 332 추천 2 댓글 1,2,332,2023.11.19 17:46:19,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6318&page=6
6,6317,[일반],수능조졌으면개추,- dc official App,개추미애 2023.11.17 01:04:47 스크랩 조회 618 추천 13 댓글 0,13,618,2023.11.17 01:04:47,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6317&page=6
6,6316,[일반],씨발,,ㅇㅇ (106.101) 2023.11.16 17:52:12 스크랩 조회 206 추천 0 댓글 0,0,206,2023.11.16 17:52:12,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6316&page=6
6,6315,[일반],수능 수고했다,잘 봤든 못 봤든 공부하느라 수고많았다,올매 2023.11.16 16:31:45 스크랩 조회 278 추천 4 댓글 0,4,278,2023.11.16 16:31:45,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6315&page=6
6,6314,[일반],다들 수능 잘봐요잉~,- dc official App,dasiima 2023.11.15 17:26:43 스크랩 조회 208 추천 1 댓글 2,1,208,2023.11.15 17:26:43,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6314&page=6
7,6312,[일반],나만큼 남자 테크트리 탄 사람 없을 듯,"초딩 때부터 남학생 전용 학습터에서 기숙 중딩 때는 한 번 전학갔는데 첫번째 학교, 두번째 학교 다 남자중학교 그리고 둘 다 기숙사 생활함 고딩 때는 전학 두번 가서 첫번째 학교도 남고 두번째 학교도 남고 세번째 학교도 남고, 세 학교 다 기숙사 생활함 남학생 전용 기숙학원에서 재수 1년 공대 진학(학과성비 9:1 남초 학과) & 기숙사 군대 알바도 남자 전용 기숙학원, 남자 전용 고시원에서 함 취업도 남초 직업 가질 예정.. 내 인생에 인간이란 생명체는 꼬1추 달리고 딸딸이나 치는 남자 밖에 못 봄 이제 어디가서 퀴퀴한 쉰내 안 나면 오히려 어색하다 ㅅㅂ....",평붕이 (122.32) 2023.11.12 13:58:30 스크랩 조회 514 추천 3 댓글 2,3,514,2023.11.12 13:58:30,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6312&page=7
7,6311,[일반],아까 누가 실명까고 올리던데,지워졌나,ㅇㅇ (223.62) 2023.11.05 23:46:16 스크랩 조회 434 추천 0 댓글 3,0,434,2023.11.05 23:46:16,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6311&page=7
7,6310,[일반],평택고 화장실 낙서 1티어,ㅇㅇ,ㅇㅇ (210.204) 2023.11.05 21:34:26 스크랩 조회 1719 추천 14 댓글 0,14,1719,2023.11.05 21:34:26,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6310&page=7
7,6309,[일반],GOAT,망해버린 평택고를 구원해주소서..,평붕이 (182.222) 2023.11.05 21:02:53 스크랩 조회 688 추천 8 댓글 0,8,688,2023.11.05 21:02:53,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6309&page=7
7,6306,[일반],평고갤이 망했다고?,"""올려"" - dc official App",dasiima 2023.11.03 22:53:15 스크랩 조회 740 추천 16 댓글 0,16,740,2023.11.03 22:53:15,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6306&page=7
7,6305,[일반],학교랑 같이 갤도 망했네,그건그렇고 나 오백원벌음,평붕이 (211.241) 2023.11.03 09:11:58 스크랩 조회 288 추천 0 댓글 0,0,288,2023.11.03 09:11:58,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6305&page=7
7,6304,[일반],제가 좋아하는 연예인들 ㅁㅌㅊ임?,제가 좋아하는 연예인들 ㅁㅌㅊ임?,손발이시립니다 2023.11.03 01:29:03 스크랩 조회 373 추천 0 댓글 6,0,373,2023.11.03 01:29:03,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6304&page=7
7,6303,[일반],갤에 장X인하나 오네요,이미 망갤이라 상관은 없지만말이죠,평붕이 (39.127) 2023.11.02 17:14:15 스크랩 조회 234 추천 1 댓글 0,1,234,2023.11.02 17:14:15,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6303&page=7
7,6301,[일반],"학교에 있는 새끼들이 나한테 말해, 항상 이발소에 있다고","학교에 있는 새끼들이 나한테 말해, 항상 이발소에 있다고 ""Chief Keef는 이것에 관심이 없어, Chief는 그것에 관심이 없어"" 내 친구는 Lamron이랑 걔네랑 섹스하는 BD를 갖고 있어 그, 그, 그 새끼는 일도 안 한다고 하던데 닥쳐, 너네들은 아무것도 모르잖아 너네 새끼들 얘기하는 거 다 알잖아 ""Chief Keef는 타자가 아니야, Chief Keef는 이게 아니야, Chief Keef는 가짜야"" 닥쳐, 너네들은 그 새끼랑 같이 안 살아 그 새끼가 톱니바퀴에 걸렸다는 거 다들 알지 경찰을 향해 총을 쏴대네 새끼는 엿먹은 이후로 보호관찰을 받았어, 언제인지는 모르겠어 개자식아, 그 사람한테 그런 식으로 장난치는 건 그만둬 저 밖에 있는 놈들은 야만인들이야 만약 내가 Chief Keef에 대해 다정하게 말하는 다른 새끼를 만난다면 난 쟤네 엉덩이를 때리고 있어, 더 이상 장난은 안 쳐 그 새끼들이 Lil Reese랑 같이 노는 걸 알아 (Young Chop on the beat) Sosa를 좋아해, 여자들은 Sosa를 좋아해, 응? 그럼 알려줘 'Raris와 Rovers (huh) Ayy, 꼬마 코브라, ayy, ayy 빵야 빵야 빵야 맙소사, 너희들 전부 가난한 놈들이야, 맙소사, 너네들 전부 가난한 놈들이야 이 년들은 Sosa를 좋아해, O end 아니면 no end 쟤네랑 장난치면 넌 완전 망할 거야 Raris와 Rovers, 이 년들은 Sosa 추장을 사랑해 그 코브라로 그를 때려, 이제 그 소년은 넘어졌지 그들은 Sosa를 위해 모든 걸 해, 너희들은 아무 소리도 내지 않아 내가 다 컸다는 거 알잖아, 너희 팀은 가난한 소년들로 가득 차 있어 맙소사, 너희들 전부 가난한 놈들이야, 맙소사, 너네들 전부 가난한 놈들이야 우린 GBE 멋진 놈들, 돈이 많아, 얘야 이 년들은 Sosa를 좋아하고 Glo Boys도 좋아해 우리가 'Go boy' 출신이라는 걸 알아, 하지만 우린 갈 수 없어, boy 아니, 난 그 늙은이를 몰라, 그 사람이 가난한 소년이라는 건 알아 Raris와 Rovers, 컨버터블 Lambo야, 얘야 나한테 밴드가 있는 거 알잖아, 그리고 그건 내 바지 안에 있어, 친구 그들을 무시해라 오 얘들아, 다시는 말 안 할 거야, 얘야 내가 장난치고 있다고 생각하지 마, 아냐, 우린 손을 안 써, 얘야 아니, 우린 친구 안 해, 친구, 밴드를 모아, 난 집주인이야 난 쉼표가 많아, 네 엄마랑 섹스할 수 있어 난 드라마에 관심 없어, 내 라마를 만나면 돼 Ridin' with 3hunna, 300명의 외국인들과 함께 이 년들은 Sosa 추장을 보네, 신께 맹세코, 영광을 이 년들은 Sosa를 좋아해, O end 아니면 O end 쟤네랑 장난치면 넌 완전 망할 거야 Raris와 Rovers, 이 년들은 Sosa 추장을 사랑해 그 코브라로 그를 때려, 이제 그 소년은 넘어졌지 그들은 Sosa를 위해 모든 걸 해, 너희들은 아무 소리도 내지 않아 내가 다 컸다는 거 알잖아, 너희 팀은 가난한 소년들로 가득 차 있어 맙소사, 너희들 전부 가난한 놈들이야, 맙소사, 너네들 전부 가난한 놈들이야 우린 GBE 멋진 놈들, 돈이 많아, 얘야 내가 D. Rose에게 전화하게 만들지 마, 얘야, 그는 6개의 Double-O야, 얘야 그리고 그 사람이 그 막대기를 갖고 있어, 넌 완전 망할 거야 개년아, 난 소다도 팔았고 코카도 팔았지 그녀는 Sosa를 위해 박수를 칠 것이고, 그는 Sosa를 위해 박수를 칠 것이다 그들은 Sosa를 위해 하는 거야, 그 년들은 Sosa 출신이야 그 몰리 워터를 타도해, 그러니 넌 물처럼 쿨하게 굴어 '이 용암에 맞기 전에, 개년아, 내가 화제야 가격은 상관없어, 내가 사줄게, B, 네 여자는 계속 나랑 놀아 이 년들은 Sosa를 좋아해, O end 아니면 no end 쟤네랑 장난치면 넌 완전 망할 거야 Raris와 Rovers, 이 년들은 Sosa 추장을 사랑해 그 코브라로 그를 때려, 이제 그 소년은 넘어졌지 그들은 Sosa를 위해 모든 걸 해, 너희들은 아무 소리도 내지 않아 내가 다 컸다는 거 알잖아, 너희 팀은 가난한 소년들로 가득 차 있어 맙소사, 너희들 전부 가난한 놈들이야, 맙소사, 너네들 전부 가난한 놈들이야 우린 GBE 멋진 놈들, 돈이 많아, 얘야, 하",릴민주 2023.10.28 12:54:49 스크랩 조회 389 추천 3 댓글 3,3,389,2023.10.28 12:54:49,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6301&page=7
7,6300,[일반],학교에 아이돌 좀 부르자,얘들아 우리도 학교에 아이돌 좀 불러보자 https://x.com/NMIXX_official/status/1717836064893853732?s=20 이거 가장 많이 참여한 학교에 엔믹스 온대 믿는다,평붕이 (112.157) 2023.10.27 18:53:59 스크랩 조회 229 추천 3 댓글 0,3,229,2023.10.27 18:53:59,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6300&page=7
7,6299,[일반],졸업생인데 요즘 평고 어떰?,비전고한테 따잇 당했다는 말을 들었는데 진짜임? 좆망함?,평붕이 (123.214) 2023.10.25 22:39:49 스크랩 조회 679 추천 1 댓글 3,1,679,2023.10.25 22:39:49,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6299&page=7
7,6298,[일반],평택고 문제는 이거아님?,개썩은 평중건물로 빽섭예정 교통편 한방에 씹창남 요즘시대에 별필요없는 동문부심 아웃풋은 자사고 발끝에도 못미치면서 내부경쟁은 개같이 치열함 애매한새끼들은 다조져지고 정시당함 양극화 존나심함 맞냐?,ㅇㅇㅇㅇ (220.120) 2023.10.25 00:14:07 스크랩 조회 1024 추천 10 댓글 1,10,1024,2023.10.25 00:14:07,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6298&page=7
7,6297,[일반],개장애인같은 갤러리노 ㅋㅋㅋ,평고 학생은 애초에 안오고 졸업한 앰생새끼들이나 와서 자폐아글 싸지름 ㅋㅋㅋㅋ - dc official App,평붕이 (112.151) 2023.10.22 19:17:12 스크랩 조회 722 추천 10 댓글 4,10,722,2023.10.22 19:17:12,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6297&page=7
7,6296,[일반],똥 누다가 갑자기 똥이 너무 불쌍해서 껴안고 울었어..,얘도 나의 신체 일부분이잖아. 내가 낳은 아가인데. 애도 못생기고 냄새난다는 이유로 버림받고 슬퍼. 그래서 똥이 부서지지 않도록 양손으로 건져올렸어. 못생긴 줄만 알았던 똥의 따뜻한 온기가 느껴졌어. 나 무시하는 사회 사람들보다 나은 것 같은 거야. 그래서 똥을 껴안고 펑펑 울었어 5분 후 똥은 차갑게 식어서 죽었어 나는 똥을 놓아줄 수 밖에 없었어 옷에 묻은 똥을 닦아내고 양치하고 나왔어 마음이 찝찜해…. 왜 모두 버림받는걸까…….,릴민주 2023.10.21 19:28:56 스크랩 조회 617 추천 11 댓글 2,11,617,2023.10.21 19:28:56,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6296&page=7
7,6294,[일반],일더하기일은귀요미이더하기이도귀요미삼더하기삼도귀요미사더하기사도귀요미,오더하기오도귀요미육더하기육도쫍쫍쫍쫍쫍귀요미,릴민주 2023.10.20 08:41:54 스크랩 조회 122 추천 0 댓글 1,0,122,2023.10.20 08:41:54,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6294&page=7
7,6293,[일반],내신 198로 평고오긴 아깝나?,ㅈㄱㄴ,평붕이 (39.125) 2023.10.19 20:45:14 스크랩 조회 814 추천 0 댓글 5,0,814,2023.10.19 20:45:14,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6293&page=7
7,6290,[일반],섹스,섹스,천원주면키스해주는놈 2023.10.18 22:21:37 스크랩 조회 338 추천 0 댓글 5,0,338,2023.10.18 22:21:37,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6290&page=7
