페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
17,949,,금요일은 급식먹고 보내주면 안되냐?,왜 굳이 꾸역꾸역 남기는 거냐?,ㅇㅇ (180.65) 2022.08.18 23:34:02 스크랩 조회 201 추천 4 댓글 1,4,201,2022.08.18 23:34:02,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=949&page=17
17,948,,중산이 누가뭐래도 명문인 eu,전국에서 자사고 배출 고등학교 1위아님? - dc official App,ㅇㅇ (61.74) 2022.08.18 14:16:30 스크랩 조회 712 추천 15 댓글 1,15,712,2022.08.18 14:16:30,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=948&page=17
17,947,,경기고vs중산고,- dc official App,ㅇㅇ (110.10) 2022.08.18 12:47:20 스크랩 조회 472 추천 8 댓글 3,8,472,2022.08.18 12:47:20,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=947&page=17
17,946,,우리학교 급식은 고기보다 뼈가 더 많네,살:뼈 가 1:2임,ㅇㅇ (118.235) 2022.08.18 12:44:48 스크랩 조회 160 추천 3 댓글 0,3,160,2022.08.18 12:44:48,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=946&page=17
17,944,,념 선생들 정시배려 이지랄하기전에,"자습시간 , 점심시간에 반에서 쳐떠들지나마라 ㅆㅂ 그게 훨씬 방해돼",ㅇㅇ (118.235) 2022.08.17 23:25:19 스크랩 조회 514 추천 12 댓글 1,12,514,2022.08.17 23:25:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=944&page=17
17,943,,제바알,작년처럼 5분이라도 단축좀 해봐ㅋㅋ.. 그때만큼은 딴학교랑 달리 수능전에 며칠쉬었고 쌍방향 안해서 중산빨았는데,ㅇㅇ (106.102) 2022.08.17 23:23:07 스크랩 조회 223 추천 10 댓글 0,10,223,2022.08.17 23:23:07,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=943&page=17
17,942,,광문아,단축좀 해라 씨발,ㅇㅇ (180.65) 2022.08.17 22:34:22 스크랩 조회 411 추천 12 댓글 4,12,411,2022.08.17 22:34:22,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=942&page=17
17,941,,축제까지 갈거없이 제발 단축선에서 끝내줘,학교가서 진심 아~~~~~~무것도 안하고 자습만 하는데 뭐하러 학생들 이렇게 오래 잡아두는건지 모르겠음. 왤케 형식적인걸 중요시 하는거지:::,ㅇㅇ (118.129) 2022.08.17 21:51:49 스크랩 조회 139 추천 7 댓글 0,7,139,2022.08.17 21:51:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=941&page=17
17,940,,그래도 중산고 재밌지않냐,중학교 ㅈ같이 후진 동네에서 다니다가 고등학교 여기로 왔었는데 후까시 잡는 양아치도 없고 애들이 유들유들하이 착하고 좋았었음 야자한다고하고 본동가서 피방 조지고 마루공원에서 술빨고 시험기간에 개포도서관가서 책가방 놓고 하루종일 놀다드가고 ㄹㅇ 중산만한데가 어딧노,ㅇㅇ (168.126) 2022.08.17 20:30:42 스크랩 조회 520 추천 4 댓글 4,4,520,2022.08.17 20:30:42,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=940&page=17
17,939,,오피셜ㅋㅋㅋ,교감 : 응~축제 ㅈ까~ - dc official App,ㅇㅇ (221.138) 2022.08.17 17:27:30 스크랩 조회 399 추천 9 댓글 4,9,399,2022.08.17 17:27:30,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=939&page=17
17,938,,근데 세종고보다는 나은 듯,ㅇ,ㅇㅇ (110.10) 2022.08.17 03:53:47 스크랩 조회 377 추천 6 댓글 2,6,377,2022.08.17 03:53:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=938&page=17
17,937,,중산고 ㅈ같은점들 총정리.txt,1. 모의고사 볼때 다른학년들 시끄럽게 하는거 안잡음 벌써 2년째 고3들은 고12 학생들 시끄러운거에 피해를 입음. 대체 왜 안잡는거임? 왜 평소에는 카리스마 있는척 급식실에서 줄안섰다고 학생들한테 소리지르다가 모의고사날 시끄럽게 하는 학생들은 안잡아? 2. 고3들 운동장에서 체육 못하게함 대체 어떤 학교가 점심시간에 축구하는걸 금지함? 여기가 중국 북한 학교 임? 이게 말이되는거야? 고3들 모의고사 칠때 고12학생들 시끄럽게 축구하는건 안잡고 점심시간때 축구하는건 잡고? 3. 내신시험 퀄리티 씹창 뭐만하면 간지가 있고 정정문항이 있고 선생들 반옮겨 다니면서 들락날락 거리고 기말고사 재시험 본적도 있고. 나 다니던 중학교는 한시험에 정정문항 하나 있을까 말까인데 여긴 많아도 너무 많음. 난이도 조절 실패해서 중간은 존나쉽고 기말은 핵불닭 난이도 에휴;; 내신 시험볼때 선생들 제발 가만히 있으면 안됨? 뭐 ahdh마냥 자꾸 뒷짐지고 돌아다녀? 시험 끝나고 답지 바로 올려주는게 그렇게 힘듦? 학생들은 연속적인 시험속에서 답 빠르게 체점하고 다음 공부 해야되는데 그 마우스 클릭 몇번 하기 싫어서 학생들 기다리게 하는거임? 4. 정시 배려 ㅈ도 안함 생각보다 정시공부할때 프리하게 놔주는 선생들은 있는데 정시공부 관련해서는 융통성이 좀 떨어짐... 학생들은 누가봐도 온클이나 단축을 원하는데 자주 안해줌. 이게 수업을 하는도중도 아니고 수업 안하고 올자습임에도 불구하고 50분 풀수업임. 5. 코로나 핑계 코로나 핑계로 운동회 체육대회 축제 여행 단 하나도 안함. 그러면서 단축이나 온클얘기 나올땐 코로나 얘기 쏙들어감. 6. 틀딱쌤들 너무 많음 걍 담임 이상하면 바로 자퇴해라. 이상한 연설 듣는것도 지친다 진짜. 7. 수행평가 공정성 씹창 보통 괄호친부분 반마다 다르게 해서 내는게 국룰인데 걍 a반 b반 c반 다 똑같이 냄 ㅋㅋ 결국 첫번째 보는반만 피해보는 구조. 선생들이 학생들사이에서 수행평가 답 알려주고 그런걸 모를리가 없음 걍 자기네들 귀찮으니까 괄호 대충 몇개 뚫어놓고 체점하고 끝. 8. 화장실 위생 걍 씹창남. 들어갈때부터 암모니아 냄새 진동하고 바닥에 물 흥건하고 휴지는 또 맨날 없고. 그리고 5층엔 왜 교직원 화장실만 3개고 학생 화장실은 단 한개도 없음? 화장실 쓰는비율이 학생>>>>>교직원인데 막상 교직원 3개 학생 0개 ㅋㅋㅋ 9. 급식 퀄리티 씹창 설명은 걍 생략한다 10. 이동수업 아니 이동수업이 많아도 너무 많은거 아님? 7교시중에 4교시가 이동수업인데 시발 잠 흐름도 깨지고 공부 흐름도 깨질때 개좆같음. 에어컨 온도는 반마다 천차만멸이라서 냉방병 걸리기 딱좋음 ㄹㅇ 본인 6반~8반 사이인데 9반 갔다 3반 갔다가 5층 갔다가 이동거리도 조온나게 길다 ㅅㅂ 11. 와이파이 대체 왜????? 다른 학교들은 다 쓰고 있고 편하게 인강듣고 있는데 우리학교만 왜??? 심지어 학생들이 자체적으로 공유기 사서 쓰는것도 금지시킴 12. 체육 내 유일한 낙이 체육시간인데 주에 1번 밖에 없음. 그리고 지금 고3 기준으로 한 종목들 보면 골프 두번 배드민턴 두번 탁구 두번 농구 한번 안그래도 재미없는 종목을 두번씩이나 하심. 공교롭게도 다 실내에서 하는거네 왜일까??? 이중에서 하나라도 억까라고 생각하는거 있으면 말해봐 이 중산고 씨발련들아. 껍데기만 학교라는 이름 달고 강남8학군 명문 어쩌구 하고있지 말고 제발 학생들을 위한 학교가 돼라고.,ㅇㅇ (112.152) 2022.08.17 01:18:42 스크랩 조회 3851 추천 60 댓글 16,60,3851,2022.08.17 01:18:42,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=937&page=17
17,936,,진짜 너무하다,코로나 핑계대면서 즐길건 못즐기게 해놓고선 온라인클래스도 안해 단축도 안해 이동수업은 많아 에어컨 조절도 안해 학습 분위기도 안좋은데 꾸역꾸역 50분 풀수업하네 참 융통성없고 형식적인거 좋아해~ㅋㅋㅋ,ㅇㅇ (79.110) 2022.08.17 00:42:26 스크랩 조회 165 추천 5 댓글 0,5,165,2022.08.17 00:42:26,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=936&page=17
17,935,,중산고 알아보는 예비고1들아,걍 절대 오지마 절대,ㅇㅇ (211.36) 2022.08.17 00:39:12 스크랩 조회 337 추천 5 댓글 1,5,337,2022.08.17 00:39:12,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=935&page=17
17,934,,오늘 고3 반이상 학교 안왔다는디 맞음?,의무출석 채웠다고 안나왔다는데 - dc official App,ㅇㅇ (61.74) 2022.08.17 00:05:23 스크랩 조회 232 추천 1 댓글 1,1,232,2022.08.17 00:05:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=934&page=17
17,933,,제발 능력있는 쌤을 채용했으면,"가르침에 열정도 없어보이고 강의력도 현저히 떨어지고 그저 철밥통만 바라보고 온 ㅇ[휴,,,,",ㅇㅇ (221.138) 2022.08.16 22:55:53 스크랩 조회 660 추천 12 댓글 5,12,660,2022.08.16 22:55:53,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=933&page=17
17,932,,학생 공부하는데 좆도 배려 안해주는 학교,ㄹㅇ 틀딱새끼들 애들이 학교에서 공부 더 열심히 하는지 앎 개좆도 집중 안되는데,ㅇㅇ (223.62) 2022.08.16 22:16:21 스크랩 조회 194 추천 3 댓글 1,3,194,2022.08.16 22:16:21,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=932&page=17
17,931,,쉬는시간분위기,오늘은 어떻디?,ㅇㅇ (106.102) 2022.08.16 22:07:57 스크랩 조회 262 추천 3 댓글 3,3,262,2022.08.16 22:07:57,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=931&page=17
17,930,,대체 자습만 시킬 거면 왜 단축도 안하고 온클도 안함,좆같네 ㅋㅋ 선생님들한테도 안 좋은 거 아닌가??,ㅇㅇ (14.138) 2022.08.16 22:02:23 스크랩 조회 167 추천 3 댓글 1,3,167,2022.08.16 22:02:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=930&page=17
17,929,,고등학교 고민,중동 아님 중산고 갈까 생각중인데 갤에 다 중산고 까는글밖에 없던데 진짜 별론가요?,ㅇㅇ (175.115) 2022.08.16 20:16:58 스크랩 조회 331 추천 6 댓글 9,6,331,2022.08.16 20:16:58,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=929&page=17
17,928,,다필요없고,단축좀 해봐ㅋㅋ… 막상가보니깐 공부도 ㅈ도 안되는환경인데 4시넘어서 끝나니깐 시간은 시간대로 낭비하고 정신나갈거같아,ㅇㅇ (125.131) 2022.08.16 19:49:08 스크랩 조회 154 추천 6 댓글 1,6,154,2022.08.16 19:49:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=928&page=17
18,927,,이거는 대체 누가 한거냐,,ㅇㅇ (223.62) 2022.08.16 13:41:38 스크랩 조회 632 추천 18 댓글 1,18,632,2022.08.16 13:41:38,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=927&page=18
18,926,,졸업생인데,ㄹㅇ 좆산 3년 어케 버텼는지 아직도 의문이다ㅋㅋㅋㅋㅋㅋㅋ - dc official App,ㅇㅇ (49.174) 2022.08.16 02:42:22 스크랩 조회 412 추천 10 댓글 0,10,412,2022.08.16 02:42:22,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=926&page=18
18,925,,어이없는게,안그래도 정상등교라 기분개같은데 제발 공놀이라도 허용좀해주지 고1~2때는 코로나땜에 안된다하고 3학년땐 3학년이라 안된다하고. 게다가 엘베탈때 두들켜패겠다고 예의드립치면서 겁박하는 쌤도 있더만 대체 뭔 심리로 조회때마다 그러는거지?ㅋㅋ 엘베관련해선 안그런 쌤도있다만 그쌤이 유독 ㅈ1ㄴ 권위적으로 보이는 것도 사실이니깐. 가정학습도 걸핏하면 공부 ㅈ도안할거란 어투로 얘기하는것도 모자라 조퇴한번하려는데 불같이 화내면서 군대가선 어칼거냐고 그러니깐 불만이지. 꼰대소리 듣기싫으면 눈곱만큼 노력이라도 하든가 학교잘나오는게 성공할길이라고 세뇌시키지나 말고.,ㅇㅇ (122.34) 2022.08.16 01:37:58 스크랩 조회 334 추천 9 댓글 1,9,334,2022.08.16 01:37:58,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=925&page=18
18,924,,학교 선생들도 진짜 별로임,꼰대기질 진짜 심함 ㄹㅇ 요즘 뭐만하면 꼰대타령하는 애들도 많긴한데 꼰대기질 많은 586 전교조 철밥통 공무원 선생들 우리학교에  많긴함 ㅋㅋ 고3 모의고사볼때 시끄럽게 축구하는건 안말리고 점심시간때 운동장에서 축구하는건 금지 학생들한테 하는 부탁이 어느순간 강요가 되어있고 옆학교들은 축제니 대회니 다 하고 있는데 우리학교는 코로나 핑계로 침묵... 코로나 핑계로 안할거면 전원 온라인클래스로 돌리던가 시험문제 오류 존나 많아서 뭐만하면 간지있고 정정사항있고 문제들도 하나같이 더러움. 서술형 체크 오류 내가 직접 확인해서 본것만 두개고 (말 안했으면 그냥 그대로 성적입력 됐을듯 ㅋㅋ) 수행평가 공정성은 진심 개좆도 없고 수업을 잘 가르치는것도 아닌데 수업 안듣는다고 화내고,ㅇㅇ (112.152) 2022.08.16 01:24:24 스크랩 조회 806 추천 25 댓글 4,25,806,2022.08.16 01:24:24,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=924&page=18
18,923,,내일급식 로제파스타,로제 한번도 안먹어봐서 기대가됩니다,장발쇼타 (180.66) 2022.08.16 00:58:48 스크랩 조회 213 추천 5 댓글 3,5,213,2022.08.16 00:58:48,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=923&page=18
18,922,,제발 단축이나 해줘라,진짜 의미없는 시간떼우기 존나 싫어 학교에서 공부 잘되는 환경이면 몰라도 7교시중 5교시를 이동수업 때리멕이고 에어컨을 학생들이 조정하지도 못하는 상황에서 누구는 얼어죽고 누구는 더워죽는데 50분 풀수업 4시30분 퇴교면 진짜 자살마렵고 우울증 더 심해질거 같아... 당장 오늘 학교갈거 생각만해도 스트레스받고 우울해져,ㅇㅇ (211.36) 2022.08.16 00:58:01 스크랩 조회 185 추천 10 댓글 1,10,185,2022.08.16 00:58:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=922&page=18
18,921,,씨발련들아 내일 단축하라고,3 학년만이라도 시발 좀,ㅇㅇ (223.38) 2022.08.16 00:56:02 스크랩 조회 143 추천 6 댓글 0,6,143,2022.08.16 00:56:02,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=921&page=18
18,920,,진짜 고3 이동수업만이라도 어케 해줘라,이동수업이 너무 많아 ㅅㅂ 7교시중에 4-5교시 정도가 이동수업인데 이게 맞냐? 이동수업 반도 존나 멀고 더워죽겠고 공부환경 존나 바껴서 흐름 다깨지고 개좆같음 투과목에 언매 고급수학 다 수업 제대로 하지도 않고 제대로 듣지도 않은데 너무 형식적인 시간 채우기 수업 채우기 하지말자 제발... 단축도 하면 좋겠다만 단축까진 안바래 제발 의미없는 이동수업좀 줄이자,ㅇㅇ (112.152) 2022.08.16 00:51:37 스크랩 조회 385 추천 10 댓글 2,10,385,2022.08.16 00:51:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=920&page=18
18,919,,ㅋㅋㅋㅋㅋ,코로나도 재확산되는 와중에 개학식날 정상수업?ㅋㅋㅋㅋ ㅈㄴ어이없네,ㅇㅇ (122.34) 2022.08.16 00:48:08 스크랩 조회 110 추천 6 댓글 0,6,110,2022.08.16 00:48:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=919&page=18
18,918,,후배들아 나 중산교 졸업생인데 좀만 도와줄래,너희들 6평보고 시험지 남은거 어디에 있었어? 반수하는데 이번에 9평때 모교 갈라고 하는데 시험끝나고 어디에 있는지 아는 친구 있을까? 알면 답장해줄래 ㅠ 올해 다들 공부하느라고 수고가 많은거같아 올해 수능 화이팅 하고 다 잘됐음 좋겠어 그럼 아는 친구 있으면 답 부탁해!,.. (211.219) 2022.08.16 00:31:11 스크랩 조회 367 추천 4 댓글 9,4,367,2022.08.16 00:31:11,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=918&page=18
18,917,,진짜 좆같이 가기 싫노,개병신같은 학교ㅇㅇ,ㅇㅇ (223.38) 2022.08.15 23:44:11 스크랩 조회 128 추천 4 댓글 0,4,128,2022.08.15 23:44:11,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=917&page=18
18,916,,좇같은 교장새끼야,이거 보는 거 아니까  쳐 읽어봐라. 진지하게 중산고 폐교시키는 거 어떠냐. 화장실에서 좇같은 냄새나는 것도 싫고 선생새끼들 숨 쉬는 것도 싫고 애새끼들 말하는 것도 좇같고 등교해서 애새끼들 만나는 것도 싫으니까 그냥 폐교 시키고 니도 은퇴해라. - dc official App,ㅇㅇ (124.49) 2022.08.15 22:55:00 스크랩 조회 756 추천 20 댓글 5,20,756,2022.08.15 22:55:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=916&page=18
18,915,,얼마나 학교가 십창이면,7명연속으로 학교를 가기 싫어하노 ㅋㅋ,ㅇㅇ (211.36) 2022.08.15 22:43:59 스크랩 조회 241 추천 7 댓글 1,7,241,2022.08.15 22:43:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=915&page=18
18,914,,이 학교가 너무 싫다,장난하는게 아니라 진짜 너무 싫고 창피해,ㅇㅇ (14.52) 2022.08.15 18:56:01 스크랩 조회 208 추천 6 댓글 1,6,208,2022.08.15 18:56:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=914&page=18
18,913,,학교 산사태 나면 좋겠다,학교 ㅈㄴ가기 싫네,ㅇㅇ (121.138) 2022.08.15 14:56:09 스크랩 조회 299 추천 18 댓글 1,18,299,2022.08.15 14:56:09,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=913&page=18
18,912,,고3 이동수업 그대로 하냐,"개좆같은데 시발 더워죽겠는데 이동하느라 죽겠고 반마다 온도차이는 또 존나 심하고 이동하느라 쭉 자지도 못하고 중간중간에 ""중산 인싸"" 형님들 복도에서 친목하는것도 목격해야하고 하...",ㅇㅇ (218.153) 2022.08.15 14:36:43 스크랩 조회 205 추천 8 댓글 2,8,205,2022.08.15 14:36:43,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=912&page=18
18,911,,개학식에 풀수업하냐?,?,ㅇㅇ (39.7) 2022.08.14 20:42:13 스크랩 조회 202 추천 0 댓글 2,0,202,2022.08.14 20:42:13,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=911&page=18
18,910,,진짜 등교하는건가,시발,ㅇㅇ (211.36) 2022.08.14 12:08:00 스크랩 조회 138 추천 6 댓글 0,6,138,2022.08.14 12:08:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=910&page=18
18,909,,언제 등교하나요?,학교 가기 싫다 ㅠㅠ,ㅇㅇ (211.36) 2022.08.11 09:36:34 스크랩 조회 162 추천 0 댓글 0,0,162,2022.08.11 09:36:34,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=909&page=18
18,907,,산사태 확률,비 계속 오면 대모산에서 산사태나서 학교 안 갈 확률은 없냐,ㅇㅇ (223.38) 2022.08.09 14:42:55 스크랩 조회 391 추천 10 댓글 2,10,391,2022.08.09 14:42:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=907&page=18
18,906,,니네 오늘 집에서 나갈거냐,독서실가고 싶은데 엄마가 막음... 나가면 안되나 오늘도? - dc official App,ㅇㅇ (124.49) 2022.08.09 10:43:20 스크랩 조회 206 추천 1 댓글 1,1,206,2022.08.09 10:43:20,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=906&page=18
18,905,,ひなさん、雨を止めてくれ。,- dc official App,산중턱 2022.08.08 23:16:41 스크랩 조회 582 추천 11 댓글 6,11,582,2022.08.08 23:16:41,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=905&page=18
18,904,,개학 개같네,중산이라는 곳이랑 조금이라도 관련되고 싶지 않은데 방학때 너무 좋았다,ㅇㅇ (14.52) 2022.08.08 22:10:53 스크랩 조회 152 추천 7 댓글 0,7,152,2022.08.08 22:10:53,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=904&page=18
18,903,,학교 가기 싫다,안 가니까 너무 좋고,ㅇㅇ (110.10) 2022.08.08 14:08:36 스크랩 조회 208 추천 8 댓글 0,8,208,2022.08.08 14:08:36,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=903&page=18
18,901,,학교 갤러리에 독서실 빌런이랍시고 사진 올리는 거 이상함,"뒷모습이니까 괜찮다고 생각할지 모르겠는데 저 사람들보다 할아버지 초등학생 사진 찍고, 영상 찍어놓은거 캡쳐해서 디씨에 올리는 네가 더 한심해보임 그렇게 빌런들이 짜증나면 관리자한테 말을 하던가 학교 갤러리에 할아버지, 초등학생 사진을 패드립, 욕이랑 같이 올려놓는 이유가 뭔데? 욕해달라는거임? 저 사람들 디씨에 사진 올려놓고 욕먹게 하면 기분이 좋아지냐?",ㅇㅇ (122.34) 2022.08.05 14:53:45 스크랩 조회 706 추천 30 댓글 6,30,706,2022.08.05 14:53:45,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=901&page=18
18,900,,ㅅ발 틀딱 (독서실 빌런2),아침마다 부동산 공부를 하러오는 아재. 오자마자 모닝커피를 내린다. 그리고 졸라게 시끄럽게 후루룩대며 커피를 마신다. 덤으로 소주마시는거마냥 키야야 이 ㅈㄹ 떠는데 ㄹㅇ,ㅇㅇ (121.135) 2022.08.05 09:00:47 스크랩 조회 671 추천 9 댓글 4,9,671,2022.08.05 09:00:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=900&page=18
18,898,,중산뽕,솔직히 중산고 좋으면 개추,ㅇㅇ (37.19) 2022.08.04 00:44:51 스크랩 조회 548 추천 22 댓글 5,22,548,2022.08.04 00:44:51,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=898&page=18
18,897,,ㅋㅋㅋㅋㅋㅋ,04가 쌤들 사이에서 평안좋은학년임? 본인 고3인데 담임이 이번 3학년 개까드만,ㅇㅇ (122.34) 2022.08.04 00:41:13 스크랩 조회 141 추천 0 댓글 0,0,141,2022.08.04 00:41:13,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=897&page=18
18,896,,학교전학,ㅋㅋㅋㅋㅋㅋ왜 세종고 가고싶단거에만 비추박냨ㅋ,ㅇㅇ (122.34) 2022.08.04 00:39:09 스크랩 조회 178 추천 0 댓글 0,0,178,2022.08.04 00:39:09,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=896&page=18
18,895,,중산고 수능 선택과목 설문조사,,ㅇㅇ (112.152) 2022.08.03 23:58:39 스크랩 조회 259 추천 0 댓글 1,0,259,2022.08.03 23:58:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=895&page=18
18,894,,중동고가고싶다,헤응,ㅇㅇ (14.52) 2022.08.03 02:38:51 스크랩 조회 502 추천 17 댓글 0,17,502,2022.08.03 02:38:51,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=894&page=18
18,893,,세종고 가고싶다,ㄹㅇ - dc official App,ㅇㅇ (59.10) 2022.08.02 23:37:28 스크랩 조회 251 추천 1 댓글 0,1,251,2022.08.02 23:37:28,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=893&page=18
18,892,,휘문고 가고싶다,으잉,ㅇㅇ (223.38) 2022.08.02 14:21:32 스크랩 조회 357 추천 13 댓글 0,13,357,2022.08.02 14:21:32,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=892&page=18
18,891,,서지나쌤,나이가 어떻게 되시나요,ㅇㅇ (36.38) 2022.08.02 13:05:33 스크랩 조회 505 추천 0 댓글 0,0,505,2022.08.02 13:05:33,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=891&page=18
18,890,,중산고등학교 선택과목 설문조사,.,ㅇㅇ (223.38) 2022.07.31 09:23:51 스크랩 조회 226 추천 0 댓글 0,0,226,2022.07.31 09:23:51,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=890&page=18
18,889,,중산고등학교 LOL 티어 설문조사,.,ㅇㅇ (110.10) 2022.07.31 09:22:01 스크랩 조회 294 추천 0 댓글 1,0,294,2022.07.31 09:22:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=889&page=18
18,888,,선택과목 물2 해도돼?,수능은 물1지1볼건데 학교에서는 그나마 비슷한 물2지2하려는데 어떰,ㅇㅇ (14.52) 2022.07.30 22:46:05 스크랩 조회 288 추천 0 댓글 6,0,288,2022.07.30 22:46:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=888&page=18
18,887,,나같으면 쪽팔려서 이 갤 다신 안옴,ㅋㅋ,ㅇㅇ (121.125) 2022.07.30 22:17:03 스크랩 조회 255 추천 6 댓글 0,6,255,2022.07.30 22:17:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=887&page=18
18,886,,학교가 가고싶어지는 아침이네요,학우들과 정답게 학업에 대한 진취적 대화를 나누며 상냥하신 선생님들의 질 좋은 수업이 들어 미래를 향해 한 발짝 더 도약하고 싶은 날입니다.,ㅇㅇ (223.38) 2022.07.29 06:29:55 스크랩 조회 330 추천 3 댓글 3,3,330,2022.07.29 06:29:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=886&page=18
18,884,,근데 저새끼 왜04임?,2월생인데 빠른임?,ㅇㅇ (180.65) 2022.07.27 10:43:16 스크랩 조회 274 추천 3 댓글 0,3,274,2022.07.27 10:43:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=884&page=18
18,881,,생1 2학기 중간 범위 보통 어디냐,유전 끝까지 들어감?,ㅇㅇ (211.219) 2022.07.27 08:37:54 스크랩 조회 161 추천 0 댓글 1,0,161,2022.07.27 08:37:54,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=881&page=18
18,879,,영양사 선생님 개학식 날에 도라지무침 만들어주세요,먹고 힘내서 수능 잘 볼게요,ㅇㅇ (110.10) 2022.07.25 13:27:56 스크랩 조회 346 추천 3 댓글 3,3,346,2022.07.25 13:27:56,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=879&page=18
18,878,,아래 글 쓴 8반 새끼야,"니 누군지 알고 현실에선 병신같은 새끼인 것도 잘 알고 있는데, 일단 그거랑은 별개로 피아제니 두부를 던지니 뭐니 같은 혼자만 이해 가능한 일베 말투 쓰면서 쿨한 척 하지 마라.  디씨에서만 상주하는 찐따새끼라 모르나본데 일반적인 사람들은 그 말이 뭔 뜻인지 모르거든? 그리고 뭔가 돌려깔려고 그런 표현 쓰는 거 같은데 솔직히 쿨해보이기는커녕 병신같아 ㅋㅋㅋㅋ 이 글 보고 꼴받으면 댓글 남겨라. 내가 방학 끝나고 직접 반 앞으로 찾아가서 친구 돼줄테니까. - dc official App",ㅇㅇ (62.133) 2022.07.25 12:47:40 스크랩 조회 739 추천 13 댓글 7,13,739,2022.07.25 12:47:40,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=878&page=18
18,874,,수서충님 싹다 지우고 쫄튀하셨네요,중산고다니면서 수서더샵 54평살고 자칭 할아버지가 LG ceo였다는 님 어디 가셨어요 - dc official App,ㅇㅇ (223.38) 2022.07.25 02:51:02 스크랩 조회 464 추천 8 댓글 6,8,464,2022.07.25 02:51:02,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=874&page=18
